ordinal	origin_refs	source_position	old_commit	old_parent	old_tree	old_patch	old_time	old_subject	new_commit	new_parent	new_tree	new_patch	new_time	new_subject	disposition	evidence
69	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/069	906fc6249cd74f7e11776ff4f11763634374f1b7	34b416ba3ea7255f7639a6a7792229758d6bda7f	d0d3ab0860dee6b2478baa6e46af5cef8765e1c7	dfb073d4ecf4a155f3ff516d181227d9111f3c75	2025-07-11T20:17:18+09:00	feat: implement go token bucket rate limiter exercise	499343eca9dfb6d7e196f934c5e455c0cd0b15a1	af938e2744db061b128b10ffe15ae3363ef2ef5e	d0d3ab0860dee6b2478baa6e46af5cef8765e1c7	dfb073d4ecf4a155f3ff516d181227d9111f3c75	2025-07-25T20:17:18+09:00	feat: implement go token bucket rate limiter exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
70	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/070	8297a3fa1ab3886e20cb433077ce6f4a0888122d	906fc6249cd74f7e11776ff4f11763634374f1b7	ab0fcd058aacab355c5cd09fcf1f49433976676f	e6a8b3119463ee99d0d0cf5127a61a13113e406c	2025-07-13T09:34:18+09:00	test: cover go token bucket rate limiter guarantees	28d83399c1e38a25edf714c7d1d5b0153d3d773c	499343eca9dfb6d7e196f934c5e455c0cd0b15a1	ab0fcd058aacab355c5cd09fcf1f49433976676f	e6a8b3119463ee99d0d0cf5127a61a13113e406c	2025-07-27T09:34:18+09:00	test: cover go token bucket rate limiter guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
71	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/071	0f0ed55d6952b9fdcf711e587575f2eb5babd16f	8297a3fa1ab3886e20cb433077ce6f4a0888122d	3497e5f5d4f39fac45cc97552d85c896eaccf7d1	f365e5bf1b777c1110c9a269e9317af7641b9cbe	2025-07-14T09:51:18+09:00	test: cover go token bucket capacity bound	605c8d7e5e92aa4fc48188e893e88cd02201440a	28d83399c1e38a25edf714c7d1d5b0153d3d773c	3497e5f5d4f39fac45cc97552d85c896eaccf7d1	f365e5bf1b777c1110c9a269e9317af7641b9cbe	2025-07-28T09:51:18+09:00	test: cover go token bucket capacity bound	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
72	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/072	de28a0586279b5fdbf48078f25e80279534809dc	165bda3878dd32058b729837982dcc27e1462f24 0f0ed55d6952b9fdcf711e587575f2eb5babd16f	3497e5f5d4f39fac45cc97552d85c896eaccf7d1	38d139d215fc301ca9a64af2357ca1e6320fad2a	2025-07-14T21:29:48+09:00	merge: integrate go token bucket rate limiter exercise	b6db249748a6cf5fefb64ee0a4a8edeb52aa34b7	380a2703794d6231f8240679b0a1fa6b35e2ac99 605c8d7e5e92aa4fc48188e893e88cd02201440a	3497e5f5d4f39fac45cc97552d85c896eaccf7d1	38d139d215fc301ca9a64af2357ca1e6320fad2a	2025-07-28T21:29:48+09:00	chore(merge): integrate go token bucket rate limiter exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
73	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/073	e09e95a0bf85127b3689135f03a63a6268828b36	de28a0586279b5fdbf48078f25e80279534809dc	a585be9d15edaa3c7e1b3125b6b5dd3146382022	391e5670ae3f64a5eb8ab0b5549698e77920ebaf	2025-07-15T12:08:18+09:00	docs: frame go worker pool exercise	f239f5b121d54a2f5dbdf403a05340c56628aced	b6db249748a6cf5fefb64ee0a4a8edeb52aa34b7	a585be9d15edaa3c7e1b3125b6b5dd3146382022	391e5670ae3f64a5eb8ab0b5549698e77920ebaf	2025-07-29T12:08:18+09:00	docs: frame go worker pool exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
74	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/074	5bdaa760dc6770a8dbb8d26641c213f2bf3da130	e09e95a0bf85127b3689135f03a63a6268828b36	7ee8b76e1334a63d592b27f0e6cc0583a9646972	0d1fdebfa7f88f35117fab1d5b784bb26c7e65c0	2025-07-17T09:04:48+09:00	feat: implement go worker pool exercise	e34f3adc67518144a8160060313040f59671d261	f239f5b121d54a2f5dbdf403a05340c56628aced	7ee8b76e1334a63d592b27f0e6cc0583a9646972	0d1fdebfa7f88f35117fab1d5b784bb26c7e65c0	2025-07-31T09:04:48+09:00	feat: implement go worker pool exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
75	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/075	626ae107b27f94f25e1937096253caf9f252ebfd	5bdaa760dc6770a8dbb8d26641c213f2bf3da130	4da575e82260ddf7b03eff9ee2c5b7c74486abd5	dfe5400114c50b9c03d8ec9e18ab0f98a0ca56e8	2025-07-19T09:59:18+09:00	test: cover go worker pool guarantees	bda5e2b35be1b80a834cccb64acb2f5267d2bbf4	e34f3adc67518144a8160060313040f59671d261	4da575e82260ddf7b03eff9ee2c5b7c74486abd5	dfe5400114c50b9c03d8ec9e18ab0f98a0ca56e8	2025-08-02T09:59:18+09:00	test: cover go worker pool guarantees	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
76	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/076	a90395308470d365ee479bbaf7f108633a19e79e	de28a0586279b5fdbf48078f25e80279534809dc 626ae107b27f94f25e1937096253caf9f252ebfd	4da575e82260ddf7b03eff9ee2c5b7c74486abd5	252375316afdff7600e24872c8b9f3318769a758	2025-07-19T18:37:48+09:00	merge: integrate go worker pool exercise	0546ae23d1a42625b1c9cee31ce179e211a5bc4e	b6db249748a6cf5fefb64ee0a4a8edeb52aa34b7 bda5e2b35be1b80a834cccb64acb2f5267d2bbf4	4da575e82260ddf7b03eff9ee2c5b7c74486abd5	252375316afdff7600e24872c8b9f3318769a758	2025-08-02T18:37:48+09:00	chore(merge): integrate go worker pool exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
77	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/077	3a6f80edbace81d0578f0a4fdfd1c474deb0e5fc	a90395308470d365ee479bbaf7f108633a19e79e	ad77f3e4a04e32f41e660370c1ac1e9af9e74537	96ca6ac8664f695b216bcd9074b2e644dd2c612c	2025-07-20T09:16:18+09:00	docs: frame go http timeout exercise	d6c8f5ea40be6640ac69cbd438906d57ed665a54	0546ae23d1a42625b1c9cee31ce179e211a5bc4e	ad77f3e4a04e32f41e660370c1ac1e9af9e74537	96ca6ac8664f695b216bcd9074b2e644dd2c612c	2025-08-03T09:16:18+09:00	docs: frame go http timeout exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
78	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/078	9a32801a0f261b92d3e2a427649e8de2daa92bf1	3a6f80edbace81d0578f0a4fdfd1c474deb0e5fc	9612e73dc807000b785b7236d2195cd93bd3cbb2	ad1ef60207b86e35a50673e4e3fa5717c3902bf5	2025-07-22T09:11:48+09:00	feat: implement go http timeout exercise	42fafd680106e132b83eef8144699bfb7e40ff38	d6c8f5ea40be6640ac69cbd438906d57ed665a54	9612e73dc807000b785b7236d2195cd93bd3cbb2	ad1ef60207b86e35a50673e4e3fa5717c3902bf5	2025-08-05T09:11:48+09:00	feat: implement go http timeout exercise	metadata_identity_timestamp_message_replay_tree_preserved	tree_and_first_parent_patch_preserved
79	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/079	f82ceefc69d0192593c2a2631da56bd8d74ed630	9a32801a0f261b92d3e2a427649e8de2daa92bf1	c5f5d03ce1f28f56c9aee9da8d0969b1245bc49c	8aca8ab16d4b9765abc233af7069871469aff206	2025-07-23T10:28:48+09:00	test: cover go http timeout guarantees	f691b74ec86bac13c4291dfc4078f1f6d6d83e94	42fafd680106e132b83eef8144699bfb7e40ff38	c6d9bf91fd880f4b6f7eb9155826b87496eb8d13	3e06c08064c62fe78b32f5422e8ea783d92c5656	2025-08-06T10:28:48+09:00	test: cover go http timeout guarantees	integrate_go122_timeout_test_fix_into_original_responsibility	tree_or_first_parent_patch_changed;replay_disposition=integrate_go122_timeout_test_fix_into_original_responsibility
80	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/080	2445e50f37346aba85b677a9afd0c3a1923807db	a90395308470d365ee479bbaf7f108633a19e79e f82ceefc69d0192593c2a2631da56bd8d74ed630	c5f5d03ce1f28f56c9aee9da8d0969b1245bc49c	cdb3eb7cdb526ff671347424c916c670096d7f28	2025-07-24T09:07:18+09:00	merge: integrate go http timeout exercise	9811170f44d488ae26a43b363646f1812beafb42	0546ae23d1a42625b1c9cee31ce179e211a5bc4e f691b74ec86bac13c4291dfc4078f1f6d6d83e94	c6d9bf91fd880f4b6f7eb9155826b87496eb8d13	81ef204cd2cd077852a435b8863be6df79eae277	2025-08-07T09:07:18+09:00	chore(merge): integrate go http timeout exercise	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_and_first_parent_patch_changed_by_go122_fix;ordered_parent_mapping_preserved
81	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/081	82d5e7787b069f383bda9ef0d12d4f996f45a733	2445e50f37346aba85b677a9afd0c3a1923807db	f2ca669c93d61b51eeb34046a995deb38b692023	0d5f04e89a1e80c114e289614741f19d7b17685d	2025-07-24T15:45:48+09:00	docs: frame go idempotency minimal exercise	31eb2d2f10ab29bbeb93ae45bbcc75c983be732a	9811170f44d488ae26a43b363646f1812beafb42	1b8203cb894b18fc2d4066c2387a86737b1601d5	0d5f04e89a1e80c114e289614741f19d7b17685d	2025-08-07T15:45:48+09:00	docs: frame go idempotency minimal exercise	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
82	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/082	95f2157471491b4bd50fd9024074991a12532045	82d5e7787b069f383bda9ef0d12d4f996f45a733	5be7ce07183d4bcc8be63fcb7cb981f3fcfce64d	384720ff9c19903c5dc9430922b6043277072c4b	2025-07-27T09:19:48+09:00	feat: implement go idempotency minimal exercise	4f1a43bb1a23d7e4d9ab955e506fd9405ee7d9b3	31eb2d2f10ab29bbeb93ae45bbcc75c983be732a	03769258db8024f14e80e129debef18ec7a08d03	384720ff9c19903c5dc9430922b6043277072c4b	2025-08-10T09:19:48+09:00	feat: implement go idempotency minimal exercise	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
83	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/083	f9912151957bc9f755833cdb958634c3a8ba87dc	95f2157471491b4bd50fd9024074991a12532045	428688becc9b3a5567d9430e349540ae4f94ad46	070e57390747987b04c9df2ca374667231cf3d0a	2025-07-28T09:36:48+09:00	test: cover go idempotency minimal guarantees	b3f7ccbca6eb6d604e354bbb5d2fa1e4b08245a3	4f1a43bb1a23d7e4d9ab955e506fd9405ee7d9b3	7b34ae27855c6879e8a23f5170ad2e7139633dcc	070e57390747987b04c9df2ca374667231cf3d0a	2025-08-11T09:36:48+09:00	test: cover go idempotency minimal guarantees	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
84	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/084	f8fad6d3e29388f432ffcf2a85326d257a5e00fd	2445e50f37346aba85b677a9afd0c3a1923807db f9912151957bc9f755833cdb958634c3a8ba87dc	428688becc9b3a5567d9430e349540ae4f94ad46	4cb47b203f7fa8797674ad970c6c5c4224eed1b2	2025-07-28T10:14:37+09:00	merge: integrate go idempotency minimal exercise	bebe1e92daed747577a8a17681d0ad96a2bb612d	9811170f44d488ae26a43b363646f1812beafb42 b3f7ccbca6eb6d604e354bbb5d2fa1e4b08245a3	7b34ae27855c6879e8a23f5170ad2e7139633dcc	4cb47b203f7fa8797674ad970c6c5c4224eed1b2	2025-08-11T10:14:37+09:00	chore(merge): integrate go idempotency minimal exercise	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
85	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/085	fcad044cbc39d737e2c93fc62ae6e5fb4a10d712	f8fad6d3e29388f432ffcf2a85326d257a5e00fd	ec20f29dc2603ac1b2dd912f0a00f00e8356b479	490e128cdc45c0b889d4a4be2ba21411a0b9a749	2025-07-30T09:32:18+09:00	ci: add project test workflow	0c93cae855c607d563aa197eebb8e239c33083c6	bebe1e92daed747577a8a17681d0ad96a2bb612d	f97be5c5b3c658a96805d1d8cd00a8b3a61a9f24	490e128cdc45c0b889d4a4be2ba21411a0b9a749	2025-08-13T09:32:18+09:00	ci: add project test workflow	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
86	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/086	905cf3567b5953f9da2445b8b685373a331ae6d3	f8fad6d3e29388f432ffcf2a85326d257a5e00fd fcad044cbc39d737e2c93fc62ae6e5fb4a10d712	ec20f29dc2603ac1b2dd912f0a00f00e8356b479	490e128cdc45c0b889d4a4be2ba21411a0b9a749	2025-07-30T18:10:48+09:00	merge: integrate project checks	baa725b325b4167a8b7f0429867222c5e3850492	bebe1e92daed747577a8a17681d0ad96a2bb612d 0c93cae855c607d563aa197eebb8e239c33083c6	f97be5c5b3c658a96805d1d8cd00a8b3a61a9f24	490e128cdc45c0b889d4a4be2ba21411a0b9a749	2025-08-13T18:10:48+09:00	chore(merge): integrate project checks	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
87	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/087	77bddc11d703f513376dc2fb70e74833c848ccc1	905cf3567b5953f9da2445b8b685373a331ae6d3	6c12f8b68fcb20c5dc6eeb7aaa4e5447ff37a16a	724064c9b9bbf3c5565417d3e8096187ee6c8de7	2025-08-01T14:06:18+09:00	feat(training): add reliability drill tracks	916a54e42daa518e67aef37dcb9808d06fc667cb	baa725b325b4167a8b7f0429867222c5e3850492	9aa6ac72a9b11bef317ba11f840bb13b854bcd93	724064c9b9bbf3c5565417d3e8096187ee6c8de7	2025-08-15T14:06:18+09:00	feat(training): add reliability drill tracks	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
88	refs/heads/main;refs/tags/pre-reliability-v1;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/088	5c4c0bdcf590ed1ba7632062ed4a53d7da1983c8	77bddc11d703f513376dc2fb70e74833c848ccc1	64562a41947cb21f77f48ef5a8899a2e09649080	fb1430115b4972375e6f79d000772f7197071168	2025-08-01T14:44:21+09:00	test(rate-limiter): @Test 누락으로 미실행되던 멀티키 상태 검증 활성화	9e036d87482014a6b03ba648caa081c992398c5e	916a54e42daa518e67aef37dcb9808d06fc667cb	3e4ca5e6e93036645e30d98daed2936ec0a14091	fb1430115b4972375e6f79d000772f7197071168	2025-08-15T14:44:21+09:00	test(rate-limiter): enable multi-key state coverage	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
89	refs/heads/main;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/089	8e93a15132c1d3a41f0cca41f9bb1896950d7495	5c4c0bdcf590ed1ba7632062ed4a53d7da1983c8	32aae8be4f7f9d7b180c67557a0ebffede8c47a8	eefbbdd122ba785050448a7e3835c18a6cb55ce6	2026-06-02T09:40:11+09:00	feat(reference): add executable reliability examples	3b0ebfbbe0fb9171f26de8322b10242c39e45521	9e036d87482014a6b03ba648caa081c992398c5e	0c09e6b69f6542fdce70f3f89e404da96e15ab5d	eefbbdd122ba785050448a7e3835c18a6cb55ce6	2025-08-15T15:05:11+09:00	feat(reference): add executable reliability examples	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
90	refs/heads/main;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/090	a33c0047ce5e6a7f28d63c7bc9f5baae08e4e49c	8e93a15132c1d3a41f0cca41f9bb1896950d7495	af2349f930bc67566fca792b9459e198ecadb551	48a49aa0051192248bd03a862780eb479efa54eb	2026-06-11T10:27:47+09:00	docs(reference): correct redis implementation guide	38af658c5648df0237c016c1debd541f91e15c6c	3b0ebfbbe0fb9171f26de8322b10242c39e45521	b7fd5fa80d5599d09ed4a576f7feb27e929eda9e	48a49aa0051192248bd03a862780eb479efa54eb	2025-08-15T15:25:21+09:00	docs(reference): correct redis implementation guide	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
91	refs/heads/main;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/091	ce0b45b6e497403f24cecd6d2577b5c0308e1dab	a33c0047ce5e6a7f28d63c7bc9f5baae08e4e49c	d396f40955eb57894ef8b8baf857ce3c95453246	7657dc2245692e6d9a593432d7823a5ee8d48a6d	2026-06-13T12:19:47+09:00	docs(design): add reliability design record	4beae165ba7a61ee3e871ee76e9c814922d784fc	38af658c5648df0237c016c1debd541f91e15c6c	f066e392b9004da571ac74f73dfd8a1886dcfcec	7657dc2245692e6d9a593432d7823a5ee8d48a6d	2025-08-15T15:45:31+09:00	docs(design): add reliability design record	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
92	refs/heads/main;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/092	29df1f727f01b4d91d80377ecd01b038659f78fc	ce0b45b6e497403f24cecd6d2577b5c0308e1dab	dda0c6a325dc6d0e0d28b84797d0389b1b497628	10685a7787f5d7debc5cfe8fc687b24d7fedfa7f	2026-06-14T09:19:32+09:00	docs(readme): publish reliability entrypoint	7ec1c38e982e597bb20891d19c3bf254df574d01	4beae165ba7a61ee3e871ee76e9c814922d784fc	75ccd1be172c7a5b2f85f8cd9fac8e00cc96c0e0	10685a7787f5d7debc5cfe8fc687b24d7fedfa7f	2025-08-15T16:05:41+09:00	docs(readme): publish reliability entrypoint	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
93	refs/heads/main;refs/tags/reliability-v1;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/093	a28ad09ceea9bc28a1321601ff4202816ac00775	29df1f727f01b4d91d80377ecd01b038659f78fc	c686f0d382588b41e002f777ca0b2fa7eaec38a1	ef16b37aa2b58ae095fcb0602e22fc02267b6462	2026-07-12T11:52:17+09:00	docs(release): align reliability guides and track links	05daf78e71c51c8b12a72153c020404191d48903	7ec1c38e982e597bb20891d19c3bf254df574d01	2c96ed24d4cda3b204bb43824f9484db2121a943	ef16b37aa2b58ae095fcb0602e22fc02267b6462	2025-08-15T16:25:51+09:00	docs(release): align reliability guides and track links	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
94	refs/heads/main;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/094	f337b7df71adb22d94f58fff10055f41e576bef7	a28ad09ceea9bc28a1321601ff4202816ac00775	2adc6f0cc74922a090b290e3bd32a5cc40a5493d	7a2a772e97fda5a84dd4a4d2717a6a4eb34fe84c	2026-07-14T14:43:01+09:00	test(training): verify release entrypoints	07acbb83514cb22bb1bb2548fb30de2971f849bc	05daf78e71c51c8b12a72153c020404191d48903	9fc51dc78bf1f94bce1d46b43f4cc42cbda642d8	7a2a772e97fda5a84dd4a4d2717a6a4eb34fe84c	2025-08-15T16:45:01+09:00	test(training): verify release entrypoints	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
95	refs/heads/main;refs/tags/reliability-v2;refs/tags/reliability-v2.0.1	main/095	b0aad3cd7f74f98e9ab1c3b2a88b0f302bccc9fc	f337b7df71adb22d94f58fff10055f41e576bef7	8d0e9f4747865d8180f5b37b3f36dfbcf6642d9d	319b687b7d47cfd5720e9427e6ab0216bc2e7842	2026-07-14T14:43:22+09:00	docs(release): align backend track navigation	aaa1b7953760b66fbf5c75b4d0dae80ff51f51a9	07acbb83514cb22bb1bb2548fb30de2971f849bc	c659977246c34c1167fd0f425a0dc4fde969b6e9	319b687b7d47cfd5720e9427e6ab0216bc2e7842	2025-08-15T17:05:11+09:00	docs(release): align backend track navigation	propagate_go122_timeout_test_fix_own_patch_preserved	descendant_tree_changed_by_go122_fix;own_first_parent_patch_preserved
96	refs/heads/main;refs/tags/reliability-v2.0.1	main/096	f3ff5654d9a40e1701bda82d21ca0929941076e7	b0aad3cd7f74f98e9ab1c3b2a88b0f302bccc9fc	2fb255603b26f1b958b7315e3876594c6c26d69b	f19eaac92fcd90ed20a6faec64dd21d453eeb2a7	2026-07-15T17:57:02+09:00	docs(release): correct learner navigation	d1675f1f07056df81ad2719f5b9fc067d14ad365	aaa1b7953760b66fbf5c75b4d0dae80ff51f51a9	5bc7840641632b17636e232b75a57ef48a283e42	6f067dbe29d3b767603f5f321457708de8aad8d9	2025-08-15T17:25:21+09:00	docs(release): publish current learner navigation	integrate_go122_timeout_fix_and_normalize_current_navigation	descendant_tree_contains_go122_fix;README_and_DESIGN_learning_refs=learning/current;current_release_navigation_normalized
97	refs/tags/pre-reliability-v1	pre-only/001	10fb540561dbae376d8cfc53296f15472da24935	5c4c0bdcf590ed1ba7632062ed4a53d7da1983c8	9b0dc31e60c8b4bf07e44481f25acc48d5bd1575	ff2a1f20522849d4dbe29cb2a808fc7b4f6c4d5a	2026-06-02T09:40:11+09:00	docs(notes): publish study notes, reflections, and READMEs	3b0ebfbbe0fb9171f26de8322b10242c39e45521	9e036d87482014a6b03ba648caa081c992398c5e	0c09e6b69f6542fdce70f3f89e404da96e15ab5d	eefbbdd122ba785050448a7e3835c18a6cb55ce6	2025-08-15T15:05:11+09:00	feat(reference): add executable reliability examples	split_source_reference_subtree_into_existing_main_responsibility_remove_learning_prose	notes/reference-impl_tree=da5e8e876c3361fe0d86d1cfd5bfee7d47aad0a9;exact_at_old_main=8e93a15132c1d3a41f0cca41f9bb1896950d7495;learning_docs_and_top_level_notes_removed
98	refs/tags/pre-reliability-v1	pre-only/002	2110a1fb4d362ce0cb7720faad4b71e36526e4b5	10fb540561dbae376d8cfc53296f15472da24935	7ec2aff4180596132bdc0d127fa71e72d809f7ed	6ad459571abae39944df9ac0a2be5f35d48e3878	2026-06-02T15:09:09+09:00	docs(commits): publish per-commit answer keys	-	-	-	-	-	-	remove_learning_corpus_from_source_surface	docs/commits_answer_files=70;source_payload=none
99	refs/tags/pre-reliability-v1	pre-only/003	a5cfe0b8844a5c4a6fa96f14814d37f19c75f926	2110a1fb4d362ce0cb7720faad4b71e36526e4b5	fff98c6a34d09a865d9df31255a3833270f5c25d	7a466dc0b21f19ee86bc8cd562fff8ae9086817d	2026-06-02T20:30:53+09:00	docs(practice): publish derived practice sheets	-	-	-	-	-	-	remove_learning_corpus_from_source_surface	docs/practice_files=40;source_payload=none
100	refs/tags/pre-reliability-v1	pre-only/004	237207f74c9557b4aa04f2ad6b2497d1a7edee50	a5cfe0b8844a5c4a6fa96f14814d37f19c75f926	4a18ed09840392b8e551189c47b06c9418c1a75c	c7397ba2e52ebadb09127927e2c5d84d158d8aeb	2026-06-02T20:48:21+09:00	docs(commits): refresh stale diff-checkpoint hashes and fix a type count	-	-	-	-	-	-	remove_learning_corpus_from_source_surface	docs/commits_answer_changes=38;source_payload=none
101	refs/tags/pre-reliability-v1	pre-only/005	7cf7f2d07a459d3fed91675cd0fe4c72637bcb88	237207f74c9557b4aa04f2ad6b2497d1a7edee50	f7022b5c303704b7eafe6ba1ac13b0bb58697ded	5a4ff833c3cfd9d944ee09c1c5903e5b955cda7a	2026-06-03T10:31:18+09:00	docs(practice): re-derive leaked TODOs to intent	-	-	-	-	-	-	remove_learning_corpus_from_source_surface	docs/practice_changes=4;source_payload=none
102	refs/tags/pre-reliability-v1	pre-only/006	b2149316a9b8d65dd989826389eede16719f3787	7cf7f2d07a459d3fed91675cd0fe4c72637bcb88	222c4c2a336a4340f97cda3bf815629a4f43c3f0	cbabe73131b68e62bdd0c7beba542d36253b205d	2026-06-11T10:19:08+09:00	docs(commits): fix stale counts, retro example, and readme claims	-	-	-	-	-	-	remove_learning_corpus_from_source_surface	docs/commits_answer_changes=6;source_payload=none
103	refs/tags/pre-reliability-v1	pre-only/007	6e145c1d48b93806a8f872a39b2aae1afca3b350	b2149316a9b8d65dd989826389eede16719f3787	2d6e0619258fc324ea87a1cd1d48a921e3e44dac	ba3afbb0fb4888ac5041bec3f98c6c428e74c536	2026-06-11T10:23:31+09:00	docs(practice): de-leak residual literals in todos and verification	-	-	-	-	-	-	remove_learning_corpus_from_source_surface	docs/practice_changes=5;source_payload=none
104	refs/tags/pre-reliability-v1	pre-only/008	b36973ba83515a623fe851c8c1eb99d613712492	6e145c1d48b93806a8f872a39b2aae1afca3b350	074f43e8397b4e532592943f13298ed4d6f230d2	8c625fbe84bef28cef90c645490b3cf420a80243	2026-06-11T10:27:47+09:00	docs(notes): fix version claims, ri descriptions, and ghost seeds	38af658c5648df0237c016c1debd541f91e15c6c	3b0ebfbbe0fb9171f26de8322b10242c39e45521	b7fd5fa80d5599d09ed4a576f7feb27e929eda9e	48a49aa0051192248bd03a862780eb479efa54eb	2025-08-15T15:25:21+09:00	docs(reference): correct redis implementation guide	split_reference_impl_blobs_into_existing_main_responsibility_remove_top_level_notes	reference_README_blob=a7676bd7de7945d0f8d21c2aba6c52c566b97cb5;reference_build_blob=5d797873f96a214e5057d64a06e05448cf715bde;exact_at_old_main=a33c0047ce5e6a7f28d63c7bc9f5baae08e4e49c;top_level_notes_removed
